surveywave,id_state,id_school,id_teacher,treatment,strata,weight_teacher,fpc_school,ti03,ti08,ti08_oth,ti09,ti10,ti11,ti12_01,ti12_02,ti12_03,ti12_04,ti12_05,ti12_06,ti12_07,ti12_08,ti12_09,ti12_10,ti12_11,ti12_othqual,ti12_oth,ti12_dkr,ti13,ti14,ti15,ti16_01,ti16_02,ti16_03,ti16_04,ti16_05,ti16_06,ti16_07,ti16_08,ti16_09,ti16_10,ti16_11,ti16_othrea,ti16_oth,ti17,ti18_01,ti18_02,ti18_03,ti18_04,ti18_05,ti18_06,ti18_07,ti18_08,ti18_09,ti18_10,ti18_11,ti18_othrea,ti18_oth,ti19,ti20a_01_month,ti20a_02_month,ti20a_03_month,ti20a_01_year,ti20a_02_year,ti20a_03_year,ti20b_01_01,ti20b_01_02,ti20b_01_03,ti20b_01_04,ti20b_01_othtop,ti20b_01_oth,ti20b_01_dkr,ti20b_02_01,ti20b_02_02,ti20b_02_03,ti20b_02_04,ti20b_02_othtop,ti20b_02_oth,ti20b_02_dkr,ti20b_03_01,ti20b_03_02,ti20b_03_03,ti20b_03_04,ti20b_03_othtop,ti20b_03_oth,ti20b_03_dkr,ti20c_01_01,ti20c_01_02,ti20c_01_03,ti20c_01_05,ti20c_01_06,ti20c_01_07,ti20c_01_08,ti20c_01_09,ti20c_01_10,ti20c_01_11,ti20c_01_12,ti20c_01_othorg,ti20c_01_oth,ti20c_01_dkr,ti20c_02_01,ti20c_02_02,ti20c_02_03,ti20c_02_05,ti20c_02_06,ti20c_02_07,ti20c_02_08,ti20c_02_09,ti20c_02_10,ti20c_02_11,ti20c_02_12,ti20c_02_othorg,ti20c_02_oth,ti20c_02_dkr,ti20c_03_01,ti20c_03_02,ti20c_03_03,ti20c_03_05,ti20c_03_06,ti20c_03_07,ti20c_03_08,ti20c_03_09,ti20c_03_10,ti20c_03_11,ti20c_03_12,ti20c_03_othorg,ti20c_03_oth,ti20c_03_dkr,ti20d_01,ti20d_01_oth,ti20d_02,ti20d_02_oth,ti20d_03,ti20d_03_oth,ti20e_01,ti20e_02,ti20e_03,ti21,ti22,ti23,ti24,ti25_01,ti25_02,ti25_03,ti25_04,ti25_05,ti25_06,ti26_01,ti26_02,ti26_03,ti26_04,ti26_05,ti26_06,ti26_07,ti26_08,ti26_09,ti26_10,ti26_13,ti26_14,ti26_15,ti26_othsub,ti26_oth,ti27a,ti27b,ti27c,ti27d,ti27e,ti27f,ti27g,ti27h,ti27i,ti27j,ti27k,ti27l,ti27m,ti27n,ti27o,ti27p,ti27q,ti27r,ti27s,ti27t,ti27u,ti27v,ti27w,ti27x,ti27y,ti28,ti29,ti30_01,ti30_02,ti30_03,ti30_04,ti30_05,ti30_06,ti30_07,ti30_08,ti30_09,ti30_10,ti30_11,ti30_12,ti30_13,ti30_othuse,ti30_oth,n_tchabsenteeism_self
Round 1 Baseline,Katsina,407,2,Treatment,231,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,39,2009,1994,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Civil Education.,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Yes,"Yes, both audio and video",Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,,0
Round 1 Baseline,Katsina,407,3,Treatment,231,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,28,2012,2011,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,35240,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,0
Round 1 Baseline,Katsina,407,4,Treatment,231,3,.3333333333333333,Male,Teacher officially posted/employed in this school,,47,2009,1987,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,No,71000,Always on time,3,No,Yes,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,No,,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Arabic,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,,60
Round 1 Baseline,Katsina,408,2,Treatment,231,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,38,2013,1994,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,Two or more,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,408,3,Treatment,231,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,54,2013,1984,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,78000,Usually/Mostly on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,408,4,Treatment,231,3,.3333333333333333,Female,Teacher officially posted/employed in this school,,44,2013,1989,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,66000,Usually/Mostly on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,September,,,2012,,,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know/refusal,,,,,,10,,,Yes,3,No,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,0
Round 1 Baseline,Katsina,412,2,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,45,2010,1992,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,62365,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,Two or more,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,412,3,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,29,2013,2010,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,36340,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,0
Round 1 Baseline,Katsina,412,4,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,50,2014,2006,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,0
Round 1 Baseline,Katsina,413,2,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,27,2010,2010,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,One,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,413,3,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,24,2011,2011,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,413,4,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,32,2012,2009,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,One,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,414,2,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,48,2009,1986,No,No,Yes,No,No,No,No,No,No,No,No,No,,No,Refusal,Usually/Mostly on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,Yes,Two or more,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,0
Round 1 Baseline,Katsina,414,3,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,27,2014,2011,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Agree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,,0
Round 1 Baseline,Katsina,414,4,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,31,2010,2010,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,4,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Took his son to School.,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,June,,,2014,,,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGEA,,,,,,16,,,Yes,3,Yes,Two or more,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,80
Round 1 Baseline,Katsina,416,2,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,54,2013,1983,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,certificate inspection and school administration,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,September,,,2012,,,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,5,,,Yes,3,No,,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,0
Round 1 Baseline,Katsina,416,3,Treatment,241,2.75,.3636363636363637,Female,Teacher officially posted/employed in this school,,45,2012,1996,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,No,,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Yes,"Yes, audio",Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,,0
Round 1 Baseline,Katsina,416,4,Treatment,241,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,36,2012,1997,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,46000,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,Don't know,,,2014,,,No,Yes,No,No,No,,No,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGEA,,,,,,12,,,No,,Yes,Two or more,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,0
Round 1 Baseline,Katsina,422,2,Control,240,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,24,2013,2013,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,36359,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Don't know,,,2014,,,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,24,,,Yes,3,Yes,Two or more,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Disagree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,422,3,Control,240,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,25,2011,2011,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,May,,,2014,,,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,12,,,No,,Yes,Two or more,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,422,4,Control,240,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,29,2013,2010,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,32000,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,condulance visit,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,,Agree,Strongly agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,424,2,Control,240,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,29,2012,2007,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,10,Yes,Two or more,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Yes,"Yes, both audio and video",Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,,0
Round 1 Baseline,Katsina,424,3,Control,240,2.75,.3636363636363637,Female,Teacher officially posted/employed in this school,,32,2006,2006,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,No,47666,Always on time,0,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,April,,,2014,,,Yes,No,No,Yes,No,,No,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGEA,,,,,,6,,,Yes,2,No,,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,0
Round 1 Baseline,Katsina,424,4,Control,240,2.75,.3636363636363637,Female,Teacher officially posted/employed in this school,,42,2001,1991,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,No,Don't know,Always on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Yes,Two or more,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Yes,"Yes, both audio and video",Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,,0
Round 1 Baseline,Katsina,427,2,Control,240,2.75,.3636363636363637,Male,Teacher officially posted/employed in this school,,31,2010,2006,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,46860,Usually/Mostly on time,0,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,September,,,2013,,,Yes,Yes,No,No,No,,No,,,,,,,,,,,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University or college staff,,,,,,12,,,Yes,5,Yes,Two or more,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,0
